url,size,new,idx,pathfile
http://www.huffingtonpost.com/news/bridgegate/6/ads/zone/front/quickread/,166005.0,3.0,9318.0,new_3/9318.html
http://www.huffingtonpost.com/news/bridgegate/6/ads/zone/front/bignews/,166000.0,3.0,9319.0,new_3/9319.html
http://www.huffingtonpost.com/news/bridgegate/6/ads/zone/bpage/threeup/,166000.0,3.0,9320.0,new_3/9320.html
http://www.huffingtonpost.com/news/bridgegate/6/ads/zone/huffpost.general,166007.0,3.0,9321.0,new_3/9321.html
http://www.huffingtonpost.com/news/bridgegate/6/ads/zone/us.hpmgother,165993.0,3.0,9323.0,new_3/9323.html
http://www.huffingtonpost.com/news/bridgegate/6/ads/zone/topnav/load-start/,166012.0,3.0,9324.0,new_3/9324.html
http://www.huffingtonpost.com/news/bridgegate/6/ads/zone/topnav/loaded/,166000.0,3.0,9325.0,new_3/9325.html
http://www.huffingtonpost.com/news/bridgegate/6/ads/zone/content/update/,166004.0,3.0,9326.0,new_3/9326.html
http://www.huffingtonpost.com/news/bridgegate/6/ads/zone/ads/zone/,165986.0,3.0,9327.0,new_3/9327.html
http://www.huffingtonpost.com/news/bridgegate/6/ads/zone/topnav/version/,166003.0,3.0,9328.0,new_3/9328.html
http://www.huffingtonpost.com/news/bridgegate/6/ads/zone/cookie/domain/,165999.0,3.0,9329.0,new_3/9329.html
http://www.huffingtonpost.com/news/bridgegate/6/ads/zone/websocket/enabled/,166011.0,3.0,9330.0,new_3/9330.html
http://www.huffingtonpost.com/news/bridgegate/6/ads/zone/websocket/url/,166000.0,3.0,9331.0,new_3/9331.html
http://www.huffingtonpost.com/news/bridgegate/6/ads/zone/websocket/init/,166004.0,3.0,9332.0,new_3/9332.html
http://www.huffingtonpost.com/news/bridgegate/6/ads/zone/vertical/bignews/,166010.0,3.0,9333.0,new_3/9333.html
http://www.huffingtonpost.com/news/bridgegate/6/topnav/version/ads/zone/,166003.0,3.0,9343.0,new_3/9343.html
http://www.huffingtonpost.com/news/bridgegate/6/cookie/domain/ads/zone/,166000.0,3.0,9359.0,new_3/9359.html
http://www.huffingtonpost.com/news/bridgegate/6/websocket/enabled/ads/zone/,166012.0,3.0,9375.0,new_3/9375.html
http://www.huffingtonpost.com/news/bridgegate/6/websocket/url/ads/zone/,166000.0,3.0,9391.0,new_3/9391.html
http://www.huffingtonpost.com/news/bridgegate/6/websocket/init/ads/zone/,166004.0,3.0,9407.0,new_3/9407.html
http://www.huffingtonpost.com/news/bridgegate/6/vertical/bignews/ads/zone/,166009.0,3.0,9423.0,new_3/9423.html
http://www.huffingtonpost.com/news/bridgegate/7/front/quickread/ads/zone/,133426.0,3.0,9439.0,new_3/9439.html
http://www.huffingtonpost.com/news/bridgegate/7/front/bignews/ads/zone/,133420.0,3.0,9455.0,new_3/9455.html
http://www.huffingtonpost.com/news/bridgegate/7/bpage/threeup/ads/zone/,133421.0,3.0,9471.0,new_3/9471.html
http://www.huffingtonpost.com/news/bridgegate/7/topnav/load-start/ads/zone/,133433.0,3.0,9489.0,new_3/9489.html
http://www.huffingtonpost.com/news/bridgegate/7/topnav/loaded/ads/zone/,133419.0,3.0,9505.0,new_3/9505.html
