,url,size,new,idx
0,http://www.huffingtonpost.com/news/bridgegate/3/websocket/url/websocket/enabled/bpage/threeup/topnav/version/,176319,6,0
1,http://www.huffingtonpost.com/news/bridgegate/3/websocket/url/websocket/enabled/bpage/threeup/cookie/domain/,176411,6,1
2,http://www.huffingtonpost.com/news/bridgegate/3/websocket/url/websocket/enabled/bpage/threeup/websocket/enabled/,176327,6,2
3,http://www.huffingtonpost.com/news/bridgegate/3/websocket/url/websocket/enabled/bpage/threeup/websocket/url/,176316,6,3
4,http://www.huffingtonpost.com/news/bridgegate/3/websocket/url/websocket/enabled/bpage/threeup/websocket/init/,176414,6,4
5,http://www.huffingtonpost.com/news/bridgegate/3/websocket/url/websocket/enabled/bpage/threeup/vertical/bignews/,176421,6,5
6,http://www.huffingtonpost.com/news/bridgegate/3/websocket/url/websocket/enabled/huffpost.general?m=true,8749,6,6
7,http://www.huffingtonpost.com/news/bridgegate/3/websocket/url/websocket/enabled/us.hpmgother?m=true,17325,6,7
8,http://www.huffingtonpost.com/news/bridgegate/3/websocket/url/websocket/enabled/topnav/load-start/front/quickread/,176328,6,8
9,http://www.huffingtonpost.com/news/bridgegate/3/websocket/url/websocket/enabled/topnav/load-start/front/bignews/,176322,6,9
10,http://www.huffingtonpost.com/news/bridgegate/3/websocket/url/websocket/enabled/topnav/load-start/bpage/threeup/,176324,6,10
11,http://www.huffingtonpost.com/news/bridgegate/3/websocket/url/websocket/enabled/topnav/load-start/huffpost.general,176329,6,11
12,http://www.huffingtonpost.com/news/bridgegate/3/websocket/url/websocket/enabled/topnav/load-start/?m=true,8751,6,12
13,http://www.huffingtonpost.com/news/bridgegate/3/websocket/url/websocket/enabled/topnav/load-start/us.hpmgother,176412,6,13
14,http://www.huffingtonpost.com/news/bridgegate/3/websocket/url/websocket/enabled/topnav/load-start/topnav/load-start/,176335,6,14
15,http://www.huffingtonpost.com/news/bridgegate/3/websocket/url/websocket/enabled/topnav/load-start/topnav/loaded/,176418,6,15
16,http://www.huffingtonpost.com/news/bridgegate/3/websocket/url/websocket/enabled/topnav/load-start/content/update/,176422,6,16
17,http://www.huffingtonpost.com/news/bridgegate/3/websocket/url/websocket/enabled/topnav/load-start/ads/zone/,176404,6,17
18,http://www.huffingtonpost.com/news/bridgegate/3/websocket/url/websocket/enabled/topnav/load-start/topnav/version/,176326,6,18
19,http://www.huffingtonpost.com/news/bridgegate/3/websocket/url/websocket/enabled/topnav/load-start/cookie/domain/,176324,6,19
20,http://www.huffingtonpost.com/news/bridgegate/3/websocket/url/websocket/enabled/topnav/load-start/websocket/enabled/,176335,6,20
21,http://www.huffingtonpost.com/news/bridgegate/3/websocket/url/websocket/enabled/topnav/load-start/websocket/url/,176419,6,21
22,http://www.huffingtonpost.com/news/bridgegate/3/websocket/url/websocket/enabled/topnav/load-start/websocket/init/,176422,6,22
